"target","variant","cause","domain","lambda"
"Pemba","BFL_domain","Stroke","AP",0.678169769903549
"Pemba","BFL_domain","Road Traffic","AP",0.189340548702931
"Pemba","BFL_domain","Bite of Venomous Animal","AP",0.259147399220879
"Pemba","BFL_domain","Diabetes","AP",0.61139480305642
"Pemba","BFL_domain","Other Infectious Diseases","AP",0.0326881291623789
"Pemba","BFL_domain","TB","AP",0.583869690307892
"Pemba","BFL_domain","Suicide","AP",0.188311839235441
"Pemba","BFL_domain","Other Injuries","AP",0.248446173161966
"Pemba","BFL_domain","Cervical Cancer","AP",0.198018518104738
"Pemba","BFL_domain","Malaria","AP",0.259904339601696
"Pemba","BFL_domain","Asthma","AP",0.1723869377582
"Pemba","BFL_domain","Diarrhea/Dysentery","AP",0.444913912796355
"Pemba","BFL_domain","Colorectal Cancer","AP",0.251951298510763
"Pemba","BFL_domain","Homicide","AP",0.166853588254176
"Pemba","BFL_domain","Breast Cancer","AP",0.195267886577443
"Pemba","BFL_domain","Leukemia/Lymphomas","AP",0.165328446044119
"Pemba","BFL_domain","Poisonings","AP",0.168037224174301
"Pemba","BFL_domain","Prostate Cancer","AP",0.249115395018687
"Pemba","BFL_domain","Esophageal Cancer","AP",0.334757654122372
"Pemba","BFL_domain","Stomach Cancer","AP",0.247970588580941
"Pemba","BFL_domain","Cirrhosis","Bohol",0.181762007064489
"Pemba","BFL_domain","Epilepsy","Bohol",0.19970859593573
"Pemba","BFL_domain","Pneumonia","Bohol",0.0489695704714696
"Pemba","BFL_domain","COPD","Bohol",0.169297157390134
"Pemba","BFL_domain","Acute Myocardial Infarction","Bohol",0.0334476133116022
"Pemba","BFL_domain","Fires","Bohol",0.140760548336846
"Pemba","BFL_domain","Renal Failure","Bohol",0.120474946257685
"Pemba","BFL_domain","AIDS","Bohol",0
"Pemba","BFL_domain","Lung Cancer","Bohol",0.198274217929995
"Pemba","BFL_domain","Maternal","Bohol",0.0213953833030361
"Pemba","BFL_domain","Drowning","Bohol",0.0196789679150521
"Pemba","BFL_domain","Other Cardiovascular Diseases","Bohol",0.189175533102513
"Pemba","BFL_domain","Other Non-communicable Diseases","Bohol",0.0893994933144986
"Pemba","BFL_domain","Falls","Bohol",0.0625825719603456
"Pemba","BFL_domain","Stroke","Bohol",0.0623137813158068
"Pemba","BFL_domain","Road Traffic","Bohol",0.0966319784781313
"Pemba","BFL_domain","Bite of Venomous Animal","Bohol",0.245243394714804
"Pemba","BFL_domain","Diabetes","Bohol",0.059141263182204
"Pemba","BFL_domain","Other Infectious Diseases","Bohol",0.0283859487050541
"Pemba","BFL_domain","TB","Bohol",0.0846360405431098
"Pemba","BFL_domain","Suicide","Bohol",0.158148672365915
"Pemba","BFL_domain","Other Injuries","Bohol",0.0885207424384321
"Pemba","BFL_domain","Cervical Cancer","Bohol",0.200549465562113
"Pemba","BFL_domain","Malaria","Bohol",0
