"target","variant","cause","domain","lambda"
"AP","BFL_domain","Other Injuries","Bohol",0.0419090057801323
"AP","BFL_domain","Cervical Cancer","Bohol",0.19901250435292
"AP","BFL_domain","Malaria","Bohol",0
"AP","BFL_domain","Asthma","Bohol",0.164568892503097
"AP","BFL_domain","Diarrhea/Dysentery","Bohol",0.0657932782972459
"AP","BFL_domain","Colorectal Cancer","Bohol",0.24500128541091
"AP","BFL_domain","Homicide","Bohol",0.038876326594881
"AP","BFL_domain","Breast Cancer","Bohol",0.201440341925269
"AP","BFL_domain","Leukemia/Lymphomas","Bohol",0.197135954891304
"AP","BFL_domain","Poisonings","Bohol",0.031054465732517
"AP","BFL_domain","Prostate Cancer","Bohol",0.250153019672261
"AP","BFL_domain","Esophageal Cancer","Bohol",0.335412269393713
"AP","BFL_domain","Stomach Cancer","Bohol",0.215850519015089
"AP","BFL_domain","Cirrhosis","Dar",0.030424225349807
"AP","BFL_domain","Epilepsy","Dar",0.200751018730953
"AP","BFL_domain","Pneumonia","Dar",0.00660765600428222
"AP","BFL_domain","COPD","Dar",0.023166489819358
"AP","BFL_domain","Acute Myocardial Infarction","Dar",0.0171607264898792
"AP","BFL_domain","Fires","Dar",0.0555597844656575
"AP","BFL_domain","Renal Failure","Dar",0.00716620717985202
"AP","BFL_domain","AIDS","Dar",0.0171127347584052
"AP","BFL_domain","Lung Cancer","Dar",0.193047967436603
"AP","BFL_domain","Maternal","Dar",0.0128728750054745
"AP","BFL_domain","Drowning","Dar",0.023062931213156
"AP","BFL_domain","Other Cardiovascular Diseases","Dar",0.0187150347639225
"AP","BFL_domain","Other Non-communicable Diseases","Dar",0.0728325027701003
"AP","BFL_domain","Falls","Dar",0.0875798633245616
"AP","BFL_domain","Stroke","Dar",0.039156284772502
"AP","BFL_domain","Road Traffic","Dar",0.0914282296821253
"AP","BFL_domain","Bite of Venomous Animal","Dar",0
"AP","BFL_domain","Diabetes","Dar",0.0400063368842823
"AP","BFL_domain","Other Infectious Diseases","Dar",0.0177059656851124
"AP","BFL_domain","TB","Dar",0.0129691630262065
"AP","BFL_domain","Suicide","Dar",0.0209861535906296
"AP","BFL_domain","Other Injuries","Dar",0.0453850168717582
"AP","BFL_domain","Cervical Cancer","Dar",0.200659042415798
"AP","BFL_domain","Malaria","Dar",0.247257377901594
"AP","BFL_domain","Asthma","Dar",0.167693596528698
"AP","BFL_domain","Diarrhea/Dysentery","Dar",0.0645692612737582
"AP","BFL_domain","Colorectal Cancer","Dar",0.242177505526011
"AP","BFL_domain","Homicide","Dar",0.0761801712087541
"AP","BFL_domain","Breast Cancer","Dar",0.202329738940021
"AP","BFL_domain","Leukemia/Lymphomas","Dar",0.196163649474272
"AP","BFL_domain","Poisonings","Dar",0.0307928915096907
"AP","BFL_domain","Prostate Cancer","Dar",0.252167196706542
"AP","BFL_domain","Esophageal Cancer","Dar",0.330824039394256
"AP","BFL_domain","Stomach Cancer","Dar",0.214062334953522
"AP","BFL_domain","Cirrhosis","Pemba",0
"AP","BFL_domain","Epilepsy","Pemba",0
"AP","BFL_domain","Pneumonia","Pemba",0.00476199441304112
"AP","BFL_domain","COPD","Pemba",0
"AP","BFL_domain","Acute Myocardial Infarction","Pemba",0
"AP","BFL_domain","Fires","Pemba",0.0494683438337225
"AP","BFL_domain","Renal Failure","Pemba",0
"AP","BFL_domain","AIDS","Pemba",0
"AP","BFL_domain","Lung Cancer","Pemba",0
"AP","BFL_domain","Maternal","Pemba",0.0636660676684585
"AP","BFL_domain","Drowning","Pemba",0.737544711131544
"AP","BFL_domain","Other Cardiovascular Diseases","Pemba",0
"AP","BFL_domain","Other Non-communicable Diseases","Pemba",0.0858495688273107
"AP","BFL_domain","Falls","Pemba",0.408539236865873
"AP","BFL_domain","Stroke","Pemba",0
"AP","BFL_domain","Road Traffic","Pemba",0.0433405154067017
"AP","BFL_domain","Bite of Venomous Animal","Pemba",0
